,EXPERIENCE_U,MARKETING_U,WOM_U,PROBABILITY
0,0.010000000000000002,0.01,0.01,0.07943854918397839
1,0.010000000000000002,0.01,0.01,0.07943854918397839
2,0.010000000000000002,0.01,0.01,0.07943854918397839
3,0.010000000000000002,0.01,0.01,0.07943854918397839
4,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
5,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
6,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
7,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
8,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
9,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
10,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
11,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
12,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
13,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
14,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
15,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
16,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
17,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
18,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
19,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
20,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
21,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
22,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
23,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
24,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
25,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
26,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
27,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
28,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
29,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
30,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
31,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
32,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
33,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
34,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
35,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
36,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
37,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
38,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
39,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
40,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
41,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
42,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
43,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
44,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
45,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
46,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
47,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
48,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
49,0.010000000000000002,0.01,0.010000000000000002,0.07943854918397839
50,0.010000000000000002,0.02646476351981973,0.010000000000000002,0.07955903621882139
51,0.010000000000000002,0.02646476351981973,0.010000000000000002,0.07955903621882139
52,0.01,0.06713314402527053,0.010000000000000002,0.07985735799167427
53,0.010000000000000002,0.06713314402527053,0.010000000000000002,0.07985735799167427
54,0.010000000000000002,0.06713314402527053,0.010000000000000002,0.07985735799167427
55,0.010000000000000002,0.06713314402527053,0.010000000000000002,0.07985735799167427
56,0.010000000000000002,0.06713314402527053,0.010000000000000002,0.07985735799167427
